title,author,rating,reviews_count,isbn10,price,company
One Indian Girl,Chetan Bhagat,3.6 out of 5 stars,"4,929",8129142147,96,Amazon
How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,Dale Carnegie,4.5 out of 5 stars,627,8175993952,88,Amazon
Current Affairs Yearly  2019,Not Available,5.0 out of 5 stars,3,9313169886,124,Amazon
The 7 Habits of Highly Effective People,Not Available,4.0 out of 5 stars,"1,093",1471131823,311,Amazon
Wings of Fire: An Autobiography of Abdul Kalam,Not Available,4.6 out of 5 stars,"2,131",8173711461,194,Amazon
Mahatma Gandhi Autobiography: The Story Of My Experiments With Truth,by Mahatma Gandhi,4.4,247,8172343116,99,Amazon
The Theory of Everything,Stephen Hawking,4.5 out of 5 stars,531,8179925919,111,Amazon
Turning Points : A Journey Through Challanges: A Journey Through Challenges,by A.P.J. Abdul Kalam - Abridged,4.7,409,9350293471,135,Amazon
The Autobiography of Benjamin Franklin,by Benjamin Franklin,4.1,253,8175993286,99,Amazon
Grinding It Out: The Making of McDonald's,by Ray Kroc,4.5,21,1250127505,280,Amazon
My Journey: Transforming Dreams into Actions,by A.P.J. Abdul Kalam,4.7,587,8129124912,180,Amazon
Without Fear,by Kuldip Nayar,4.7,95,9350292203,170,Amazon
A Century is not Enough: My Roller-coaster Ride to Success,by Sourav Ganguly - Illustrated,4.6,322,9386228564,363,Amazon
Mossad,by Michael Bar-Zohar - Import,4.6,637,8184958455,340,Amazon
Narendra Modi: A political Biography,by Andy Marino,4.4,92,9351770257,253,Amazon
12 Years a Slave,by Solomon Northup,4.5,41,8175994479,99,Amazon
Albert Einstein: A Biography,by Alice Calaprice,4.3,44,8184953542,263,Amazon
Touch the Sky: The inspiring stories of women from across India who are writing...,by Rashmi Bansal - Abridged,3.7,38,9386850702,109,Amazon
Devil's Advocate: The Untold Story,by Karan Thapar,4.1,70,9352779843,370,Amazon
Jerusalem: The Biography,by Simon Sebag Montefiore,4.6,17,1780220251,524,Amazon
My Journey,by Apj Abdul Kalam,4.6,61,8183224202,106,Amazon
Lone Fox Dancing: My Autobiography,by Ruskin Bond,4.8,99,9386338904,315,Amazon
Inspiring Thoughts (Inspiring Thoughts Quotation Series),by A.P.J. Abdul Kalam,4.1,148,8170286840,120,Amazon
Gurudev: On the Plateau of the Peak: The Life of Sri Sri Ravi Shankar,by Bhanumathi Narasimhan,4.9,330,9386850575,293,Amazon
Ronaldo - 2018 Updated Edition: The Obsession For Perfection (Luca Caioli),by Luca Caioli,5,9,1785782312,359,Amazon
The Coalition Years,by Pranab Mukherjee,3.6,39,8129149052,325,Amazon
Unbreakable,by Mary Kom,4.6,158,9351160092,145,Amazon
Pride & Prejudice,by Jane Austen,4.3,352,8172344503,79,Amazon
Rekha: The Untold Story,by Yasser Usman,3.7,72,8193284186,256,Amazon
How to Memorize Anything: The Ultimate Handbook to Enlighten and Improve Your...,by Aditi Singhal,4.4,147,8184005210,242,Amazon
Pathways to Greatness,by A.P.J. Abdul Kalam,4.7,13,9352643836,165,Amazon
Inspiring Thoughts (Inspiring Thoughts Quotation Series),by Swami Vivekanand,4.2,306,8170289262,107,Amazon
Meri Jeevan Yatra,by A.P.J. Abdul Kalam,4.7,146,9350487977,150,Amazon
Autobiography of a Yogi (Telugu),by Paramahansa Yogananda,4.7,114,8189955357,141,Amazon
Ivory Throne: Chronicles of the House of Travancore,by Manu S. Pillai,4.3,127,9351776425,433,Amazon
"Shirdi Sai Baba: Life, Philosophy & Teachings",by Satish C. Agarwal,4.1,10,8175994711,159,Amazon
I Tagged Her in My Heart,by Anuj Tiwari - Import,4.7,224,8129149567,100,Amazon
Sanjay Dutt: The Crazy Untold Story of Bollywood’s Bad Boy,by Yasser Usman,4.2,37,9386228580,293,Amazon
A Thousand Splendid Suns,by Khaled Hosseini,4.5,729,1408844443,374,Amazon
Don'T Kill Him!: The Story Of My Life With Bhagwan Rajneesh,by Ma Anand Sheela,3.6,32,8172344449,189,Amazon
Turning Points (Hindi),by A.P.J. Abdul Kalam,4.7,409,9350641003,160,Amazon
Lauhpurush Sardar Vallabhbhai Patel,by Sushil Kapoor,5,2,9350484080,143,Amazon
Bal Thackeray and the Rise of the Shiv Sena,by Vaibhav Purandare,3.7,13,8174369589,280,Amazon
Indira: India’s Most Powerful Prime Minister,by Sagarika Ghose,1.4,389,9386228343,508,Amazon
The Power of your Subconscious Mind,Joseph Murphy,4.5 out of 5 stars,"4,977",8192910962,65,Amazon
General Knowledge 2019,Manohar Pandey,4.2 out of 5 stars,515,9312147307,19,Amazon
Think and Grow Rich,Napoleon Hill,4.6 out of 5 stars,"3,596",8192910911,64,Amazon
The Alchemist,Paulo Coelho,4.6 out of 5 stars,"3,820",8172234988,182,Amazon
Attitude Is Everything: Change Your Attitude ... Change Your Life!,Jeff Keller,4.6 out of 5 stars,748,9351772071,105,Amazon
Wings of Fire: An Autobiography of Abdul Kalam,Not Available,4.6 out of 5 stars,"2,131",8173711461,194,Amazon
The Theory of Everything,Stephen Hawking,4.5 out of 5 stars,531,8179925919,111,Amazon
"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,4.3 out of 5 stars,143,9387944891,199,Amazon
Manorama Yearbook 2019 ( English),Not Available,4.5 out of 5 stars,37,8193769716,228,Amazon
How to Win Friends and Influence People,Dale Carnegie,4.5 out of 5 stars,"2,640",8192910997,79,Amazon
Who Will Cry When You Die?,Robin Sharma,4.4 out of 5 stars,"2,795",8179922324,103,Amazon
This Is Not Your Story,by Savi Sharma,4.5,2177,9386224399,100,Amazon
Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,4.1,4651,9385152149,240,Amazon
Emotion and Relationships,Sadhguru,4.7 out of 5 stars,124,9386867508,138,Amazon
"Don't Lose Your Mind, Lose Your Weight",Rujuta Diwekar,4.5 out of 5 stars,"1,003",8184001053,118,Amazon
1984,George Orwell,4.4 out of 5 stars,738,8192910903,88,Amazon
One Indian Girl,Chetan Bhagat,3.6 out of 5 stars,"4,929",8129142147,96,Amazon
Tom Gates Book #2: Excellent Excuses Cand Other Good Stuff,by Tom Gates,4.8,76,9351033007,157,Amazon
Word Power Made Easy,Norman Lewis,4.4 out of 5 stars,"5,643",8183071007,76,Amazon
How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,Dale Carnegie,4.5 out of 5 stars,627,8175993952,88,Amazon
Veronika Decides to Die,by Paulo Coelho,4.4,202,8172235437,186,Amazon
Life is What You Make It,Preeti Shenoy,4.0 out of 5 stars,"2,859",9380349300,75,Amazon
Miracles of Your Mind,by Dr. Joseph Murphy,4.2,218,8183225101,72,Amazon
The Great Gatsby,F. Scott Fitzgerald,4.1 out of 5 stars,338,8172344562,47,Amazon
Sita: Warrior of Mithila (Ram Chandra),by Amish Tripathi,4.3,1817,9386224585,226,Amazon
The Leader Who Had No Title,by Robin Sharma,4.4,393,8184951191,189,Amazon
Tom Gates Book #3: Everythings Amazing,by Tom Gates,4.8,55,9351033015,157,Amazon
The Boy in the Striped Pyjamas (Definitions),by John Boyne,4.6,134,1862305277,350,Amazon
My Journey: Transforming Dreams into Actions,by A.P.J. Abdul Kalam,4.7,587,8129124912,180,Amazon
The Definitive Book of Body Language,by Allan Pease,4.4,137,8183220142,255,Amazon
The Secret,Rhonda Byrne,4.5 out of 5 stars,"1,605",1847370292,415,Amazon
The Magic,by Rhonda Byrne,4.6,602,1849838399,230,Amazon
The Magic,by Rhonda Byrne,4.6,602,1849838399,230,Amazon
Accounting and Finance for Bankers,by Med,4.5,248,9350598485,352,Amazon
Eclipse,by Stephenie Meyer,4.3,92,1904233910,447,Amazon
The Philosophy Book (Big Ideas),by DK,4.6,25,1405353295,609,Amazon
The Great Book of Puzzles & Teasers,by George J. Summers,4.2,68,8172242212,60,Amazon
My Baby Record Book,by Dreamland Publications,4.4,117,9350896540,175,Amazon
Quantitative Aptitude for Competitive Examinations,R S Aggarwal,4.1 out of 5 stars,"3,310",9352534026,427,Amazon
Prep Guide To BITSAT 2019,by Arihant Expert,4.1,19,9313163802,497,Amazon
Little Black Book for Stunning Success + Tools for Action Mastery,by Robin Sharma,4.4,67,8184959893,220,Amazon
Think and Grow Rich,Napoleon Hill,4.6 out of 5 stars,"3,596",8192910911,64,Amazon
The Power of your Subconscious Mind,Joseph Murphy,4.5 out of 5 stars,"4,977",8192910962,65,Amazon
The Business School,by Robert T. Kiyosaki,4.5,216,8186775811,108,Amazon
Before You Start Up: How to Prepare to Make Your Startup Dream a Reality,by Pankaj Goyal,4.6,32,8175994401,179,Amazon
Questions Are the Answers,by Allan Pease,4.4,226,8186775056,83,Amazon
Attitude Is Everything: Change Your Attitude ... Change Your Life!,Jeff Keller,4.6 out of 5 stars,748,9351772071,105,Amazon
Corporate Chanakya,by Radhakrishnan Pillai,4.2,188,8184951337,189,Amazon
IIMA - Day to Day Economics,by Satish Y. Deodhar,4.4,314,8184001630,173,Amazon
The 7 Habits of Highly Effective People,Not Available,4.0 out of 5 stars,"1,093",1471131823,311,Amazon
"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,4.3 out of 5 stars,143,9387944891,199,Amazon
I Do What I Do,by Raghuram G. Rajan,4.3,313,9352770145,363,Amazon
Think and Grow Rich - the 21St-Century Edition,by Napoleon Hill,4.6,118,8183223656,185,Amazon
The Business of the 21St Century (Tamil),by Robert T Kiyosaki,3.8,22,8183223362,149,Amazon
The Dhandho Investor: The Low-Risk Value Method to High Returns,by Mohnish Pabrai,4.2,169,8126564636,196,Amazon
Entrepreneur 5 P.M. to 9 A.M.: Launching a Profitable Start-Up without Quitting...,by Kanth Miriyala,4,58,8129123932,195,Amazon
The Business School,by Robert Kiyosaki,4.2,18,8183221645,185,Amazon
The Business School,by Robert T Kiyosaki,3.8,18,8183222366,185,Amazon
Copycat Marketing 101,by Burke Hedges,4.2,206,8182744466,90,Amazon
The Business of the 21St Century,by Robert T. Kiyosaki,4.3,29,8183223664,157,Amazon
Business Sutra: A Very Indian Approach to Management (Old Edition),by Devdutt Pattanaik - Unabridged,4.4,110,9384067547,489,Amazon
"Romancing the Balance Sheet: For Anyone Who Owns, Runs or Manages a Business",by Anil Lamba,4.5,156,9350294311,477,Amazon
"The $100 Startup: Fire Your Boss, Do What You Love and Work Better To Live More",by Chris Guillebeau,4,112,1447286316,239,Amazon
The Business of the 21St Century,by Robert T. Kiyosaki,4.1,69,8183223273,164,Amazon
The One Minute Manager,by Kenneth Blanchard,4.4,234,8172234996,118,Amazon
Sawal Hi Jawab Hai,by Allan Pease,4.3,237,8186775064,64,Amazon
The Big 100: The 100 Business Tools You Need to Succeed,by Jeremy Kourdi,4.8,6,1444796119,208,Amazon
Naye Zamane Ka Naya Business: Network Marketing,by Shanker Manshani,4.2,29,8183222692,190,Amazon
Questions Are the Answers,by Allan Pease,4,21,8183222374,84,Amazon
Inside the C-Suite: 21 Lessons from Top Management to Get Your Way in Business...,by Jayaram Easwaran,4.8,15,9352773691,240,Amazon
Business Studies Class- 11 - CBSE-2018,by Poonam Gandhi,4.9,11,9387516806,350,Amazon
Narrative and Numbers: The Value of Stories in Business,by Aswath Damodaran,4.7,4,9353024536,311,Amazon
Sochiye Aur Amir Baniye (Think and Grow Rich),by Napoleon Hill,4.2,332,8186775552,158,Amazon
Business Studies Class 12 - CBSE 2018,by Gandhi. Poonam,4.4,8,9387516644,375,Amazon
A Feast of Vultures: The Hidden Business of Democracy in India,by Josy Joseph,4.5,254,9350297515,522,Amazon
I have a Dream,by Rashmi Bansal,3.9,126,9380658389,187,Amazon
Logon ko 90 seconds Mein Kaise Prabhavit Karen,by Nicholas Boothman,4.3,21,8183226957,207,Amazon
Think and Grow Rich 21St Cent. Edition,by Napoleon Hill,4.4,92,8183223133,189,Amazon
Marketing 4.0: Moving from Traditional to Digital,by Philip Kotler,4.2,50,8126566930,298,Amazon
Questions Are the Answers,by Allan Pease,3.5,7,8186775447,116,Amazon
HBR's 10 Must Reads: On Leadership (Harvard Business Review Must Reads),by HBR,4.8,14,1422157970,600,Amazon
Retire Young Retire Rich,by Robert T. Kiyosaki,4.3,45,8183221459,344,Amazon
Hum Apko Ameer Kyon Banana Chahte Hain ( Why We Want You to Be Rich  in Hindi),by Robert T. Kiyosaki,3.9,15,8183220908,333,Amazon
Connect the Dots,by Rashmi Bansal,4.3,344,9381626707,197,Amazon
Corporate Chanakya on Leadership (With CD),by Radhakrishnan Pillai,4.4,27,8184953070,284,Amazon
Corporate Guru Dhirubhai Ambani,by Prateeksha M. Tiwari,3.3,18,8128824287,101,Amazon
CBSE Chapterwise Solved Paper Business Studies Class 12 for 2018-2019,by Arihant Expert,3.7,18,9313161443,110,Amazon
Great Stories for Children,by Ruskin Bond,4.4,217,8129118920,182,Amazon
The Essential Collection for Young Readers,by Ruskin Bond,4.2,29,8129137003,195,Amazon
Lovely Board Books: Gift Pack (Set of 10 Books),by Dreamland Publications,4.3,711,8184511590,455,Amazon
Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,4.8,52,1408711702,434,Amazon
The Vedas and Upanishads for Children,by Roopa Pai,3,2,9351952967,238,Amazon
Goodnight Moon,by Margaret Wise Brown,3.9,190,1509829466,107,Amazon
365 Pancharantra Stories,by OM Books,4.1,180,8187107588,357,Amazon
The Blue Umbrella,by Ruskin Bond,4.4,348,8129124548,97,Amazon
One Indian Girl,Chetan Bhagat,3.6 out of 5 stars,"4,929",8129142147,96,Amazon
Baby touch: Peekaboo,by Lemon Ribbon Studio,4.3,596,1409300498,230,Amazon
The Book of Children: Supporting the Freedom and Intelligence of a New Generation...,by Osho,4.6,35,1250006201,298,Amazon
Children's Encyclopedia - The World of Knowledge: Familiarising Children with...,by V&S Editorial Board,4,112,9350571099,643,Amazon
Student's Encyclopedia of General Knowledge (General Press),by Azeem Ahmad Khan,4.1,189,9380914199,131,Amazon
A Complete Resource for CTET: Child Development and Pedagogy,by Sandeep Kumar,3.9,67,9332541302,125,Amazon
The Jungle Book (First Stories),by Miriam Bos,4.4,71,1509808361,224,Amazon
The Great Gatsby,F. Scott Fitzgerald,4.1 out of 5 stars,338,8172344562,47,Amazon
1984,George Orwell,4.4 out of 5 stars,738,8192910903,88,Amazon
Jane Eyre,by Charlotte Bronte,4.3,183,8193387619,88,Amazon
Metamorphosis,by Franz Kafka,4.2,198,8172345135,69,Amazon
Three Men in a Boat,by Jerome K. Jerome,4.3,201,8172344430,99,Amazon
Macbeth,by William Shakespeare,4.3,89,8175994193,99,Amazon
The Greatest Short Stories of Leo Tolstoy,by Leo Tolstoy,4.5,173,8184950314,189,Amazon
